,from_author,to_author,year,times,author_x,from_author_node_attr,author_y,to_author_node_attr
326365,2121884963,2172143840,2008,2,2121884963,majority,2172143840,majority
326715,2122091432,1912451809,2014,1,2122091432,majority,1912451809,minority
326732,2122091432,2041863746,2013,1,2122091432,majority,2041863746,minority
326740,2122091432,2071502217,2014,1,2122091432,majority,2071502217,majority
326743,2122091432,2096675187,2013,1,2122091432,majority,2096675187,minority
326748,2122091432,2102276336,2006,1,2122091432,majority,2102276336,minority
326750,2122091432,2111782228,2014,1,2122091432,majority,2111782228,minority
326751,2122091432,2122091432,2009,1,2122091432,majority,2122091432,majority
326761,2122091432,2133168882,2014,1,2122091432,majority,2133168882,majority
327271,2122225837,82759890,2010,1,2122225837,majority,82759890,majority
327275,2122225837,1591126234,2010,1,2122225837,majority,1591126234,minority
327276,2122225837,1912451809,2010,1,2122225837,majority,1912451809,minority
327278,2122225837,2102276336,2010,1,2122225837,majority,2102276336,minority
327281,2122225837,2111782228,2010,1,2122225837,majority,2111782228,minority
327282,2122225837,2120094704,2010,1,2122225837,majority,2120094704,minority
327283,2122225837,2122225837,2011,1,2122225837,majority,2122225837,majority
327284,2122225837,2125462828,2011,1,2122225837,majority,2125462828,majority
327285,2122225837,2147255737,2011,1,2122225837,majority,2147255737,majority
327286,2122225837,2154142080,2011,1,2122225837,majority,2154142080,majority
327287,2122225837,2168674890,2011,1,2122225837,majority,2168674890,majority
327288,2122225837,2170094633,2010,1,2122225837,majority,2170094633,minority
327290,2122225837,2337005930,2010,1,2122225837,majority,2337005930,minority
327293,2122225837,2781427284,2011,1,2122225837,majority,2781427284,majority
335317,2124983669,82759890,2014,1,2124983669,minority,82759890,majority
335321,2124983669,1912451809,2014,1,2124983669,minority,1912451809,minority
335327,2124983669,2102276336,2014,1,2124983669,minority,2102276336,minority
335332,2124983669,2120094704,2014,1,2124983669,minority,2120094704,minority
335336,2124983669,2146568738,2014,3,2124983669,minority,2146568738,minority
335337,2124983669,2170094633,2014,1,2124983669,minority,2170094633,minority
335344,2124983669,2337005930,2014,1,2124983669,minority,2337005930,minority
336795,2125462828,82759890,2010,1,2125462828,majority,82759890,majority
336797,2125462828,1591126234,2010,1,2125462828,majority,1591126234,minority
336798,2125462828,1912451809,2010,1,2125462828,majority,1912451809,minority
336799,2125462828,2041863746,2010,1,2125462828,majority,2041863746,minority
336800,2125462828,2102276336,2010,1,2125462828,majority,2102276336,minority
336801,2125462828,2111782228,2010,1,2125462828,majority,2111782228,minority
336802,2125462828,2170094633,2010,1,2125462828,majority,2170094633,minority
343578,2128109504,1912451809,2009,1,2128109504,majority,1912451809,minority
343602,2128109504,2071502217,2016,1,2128109504,majority,2071502217,majority
343612,2128109504,2111782228,2009,1,2128109504,majority,2111782228,minority
343628,2128109504,2128109504,2006,1,2128109504,majority,2128109504,majority
343629,2128109504,2128109504,2008,4,2128109504,majority,2128109504,majority
343630,2128109504,2128109504,2009,5,2128109504,majority,2128109504,majority
343631,2128109504,2128109504,2012,5,2128109504,majority,2128109504,majority
343632,2128109504,2128109504,2013,7,2128109504,majority,2128109504,majority
343633,2128109504,2128109504,2014,4,2128109504,majority,2128109504,majority
343634,2128109504,2128109504,2015,4,2128109504,majority,2128109504,majority
343635,2128109504,2128109504,2017,3,2128109504,majority,2128109504,majority
343654,2128109504,2163996685,2006,1,2128109504,majority,2163996685,majority
343655,2128109504,2163996685,2013,1,2128109504,majority,2163996685,majority
343680,2128109504,2468683887,2006,1,2128109504,majority,2468683887,majority
343681,2128109504,2468683887,2009,1,2128109504,majority,2468683887,majority
343682,2128109504,2468683887,2013,1,2128109504,majority,2468683887,majority
343683,2128109504,2468683887,2015,1,2128109504,majority,2468683887,majority
343684,2128109504,2468683887,2017,1,2128109504,majority,2468683887,majority
357449,2132694192,82759890,2014,2,2132694192,majority,82759890,majority
357453,2132694192,1912451809,2014,2,2132694192,majority,1912451809,minority
357461,2132694192,2102276336,2014,2,2132694192,majority,2102276336,minority
357464,2132694192,2120094704,2014,2,2132694192,majority,2120094704,minority
357467,2132694192,2146568738,2014,6,2132694192,majority,2146568738,minority
357469,2132694192,2170094633,2014,2,2132694192,majority,2170094633,minority
357472,2132694192,2253773494,2003,1,2132694192,majority,2253773494,majority
357478,2132694192,2337005930,2014,2,2132694192,majority,2337005930,minority
358730,2133168882,1912451809,2014,1,2133168882,majority,1912451809,minority
358747,2133168882,2111782228,2014,1,2133168882,majority,2111782228,minority
358749,2133168882,2122091432,2016,1,2133168882,majority,2122091432,majority
358753,2133168882,2133168882,2014,1,2133168882,majority,2133168882,majority
358754,2133168882,2133168882,2016,3,2133168882,majority,2133168882,majority
358757,2133168882,2155057746,2016,2,2133168882,majority,2155057746,majority
360938,2133837485,1526857753,2013,1,2133837485,minority,1526857753,minority
360940,2133837485,1912451809,2013,1,2133837485,minority,1912451809,minority
360957,2133837485,2112002542,2015,1,2133837485,minority,2112002542,minority
360964,2133837485,2133837485,2015,1,2133837485,minority,2133837485,minority
364492,2135122811,60985993,2000,2,2135122811,minority,60985993,minority
364501,2135122811,1912451809,2000,1,2135122811,minority,1912451809,minority
364504,2135122811,2041863746,2000,1,2135122811,minority,2041863746,minority
364507,2135122811,2111782228,2000,2,2135122811,minority,2111782228,minority
364512,2135122811,2135122811,2011,1,2135122811,minority,2135122811,minority
364513,2135122811,2135122811,2013,2,2135122811,minority,2135122811,minority
364518,2135122811,2172143840,2000,1,2135122811,minority,2172143840,majority
364522,2135122811,2253773494,2000,2,2135122811,minority,2253773494,majority
365392,2135405657,743873671,2015,1,2135405657,minority,743873671,majority
365397,2135405657,1912451809,2005,1,2135405657,minority,1912451809,minority
365403,2135405657,2041863746,2005,1,2135405657,minority,2041863746,minority
365426,2135405657,2135405657,2005,1,2135405657,minority,2135405657,minority
365427,2135405657,2135405657,2015,3,2135405657,minority,2135405657,minority
365429,2135405657,2140423565,2015,1,2135405657,minority,2140423565,majority
365450,2135405657,2303827610,2015,1,2135405657,minority,2303827610,majority
368351,2136331769,2136331769,2005,1,2136331769,majority,2136331769,majority
380088,2140423565,743873671,2006,1,2140423565,majority,743873671,majority
380089,2140423565,743873671,2009,1,2140423565,majority,743873671,majority
380091,2140423565,1912451809,2005,1,2140423565,majority,1912451809,minority
380097,2140423565,2041863746,2005,1,2140423565,majority,2041863746,minority
380098,2140423565,2041863746,2006,3,2140423565,majority,2041863746,minority
380102,2140423565,2071502217,2009,1,2140423565,majority,2071502217,majority
380117,2140423565,2135405657,2005,1,2140423565,majority,2135405657,minority
380118,2140423565,2135405657,2006,1,2140423565,majority,2135405657,minority
380119,2140423565,2140423565,2006,1,2140423565,majority,2140423565,majority
380120,2140423565,2140423565,2009,1,2140423565,majority,2140423565,majority
380126,2140423565,2233085770,2006,2,2140423565,majority,2233085770,minority
380128,2140423565,2303827610,2006,1,2140423565,majority,2303827610,majority
383579,2141751611,43326146,2012,2,2141751611,majority,43326146,majority
383583,2141751611,1376746005,2012,1,2141751611,majority,1376746005,majority
383585,2141751611,1912451809,2012,1,2141751611,majority,1912451809,minority
383586,2141751611,1964600927,2012,1,2141751611,majority,1964600927,majority
383594,2141751611,2102276336,2010,1,2141751611,majority,2102276336,minority
383595,2141751611,2111782228,2012,1,2141751611,majority,2111782228,minority
383596,2141751611,2120094704,2010,1,2141751611,majority,2120094704,minority
383597,2141751611,2120094704,2012,1,2141751611,majority,2120094704,minority
383601,2141751611,2141751611,2012,1,2141751611,majority,2141751611,majority
383603,2141751611,2144249687,2012,1,2141751611,majority,2144249687,majority
383608,2141751611,2156123980,2012,1,2141751611,majority,2156123980,minority
383618,2141751611,2337005930,2010,1,2141751611,majority,2337005930,minority
383619,2141751611,2337005930,2012,1,2141751611,majority,2337005930,minority
387695,2143383132,82759890,2014,1,2143383132,majority,82759890,majority
387696,2143383132,1912451809,2014,1,2143383132,majority,1912451809,minority
387700,2143383132,2102276336,2014,1,2143383132,majority,2102276336,minority
387703,2143383132,2120094704,2014,1,2143383132,majority,2120094704,minority
387706,2143383132,2146568738,2014,3,2143383132,majority,2146568738,minority
387707,2143383132,2170094633,2014,1,2143383132,majority,2170094633,minority
387711,2143383132,2337005930,2014,1,2143383132,majority,2337005930,minority
390630,2144249687,43326146,2012,2,2144249687,majority,43326146,majority
390635,2144249687,1376746005,2012,1,2144249687,majority,1376746005,majority
390636,2144249687,1912451809,2012,1,2144249687,majority,1912451809,minority
390637,2144249687,1964600927,2012,1,2144249687,majority,1964600927,majority
390644,2144249687,2111782228,2012,1,2144249687,majority,2111782228,minority
390646,2144249687,2120094704,2012,1,2144249687,majority,2120094704,minority
390649,2144249687,2141751611,2012,1,2144249687,majority,2141751611,majority
390650,2144249687,2144249687,2012,1,2144249687,majority,2144249687,majority
390654,2144249687,2156123980,2012,1,2144249687,majority,2156123980,minority
390661,2144249687,2337005930,2012,1,2144249687,majority,2337005930,minority
396444,2146207253,60985993,2017,1,2146207253,majority,60985993,minority
396447,2146207253,1912451809,2017,1,2146207253,majority,1912451809,minority
396452,2146207253,2098470719,2017,1,2146207253,majority,2098470719,minority
396453,2146207253,2102276336,2017,1,2146207253,majority,2102276336,minority
396454,2146207253,2111782228,2017,1,2146207253,majority,2111782228,minority
396458,2146207253,2156123980,2017,1,2146207253,majority,2156123980,minority
396462,2146207253,2612555596,2017,1,2146207253,majority,2612555596,minority
397072,2146454536,60985993,2008,1,2146454536,minority,60985993,minority
397076,2146454536,1912451809,2008,1,2146454536,minority,1912451809,minority
397084,2146454536,2111782228,2008,1,2146454536,minority,2111782228,minority
397398,2146568738,1591126234,2010,1,2146568738,minority,1591126234,minority
397401,2146568738,1912451809,2013,1,2146568738,minority,1912451809,minority
397402,2146568738,1916474403,2013,1,2146568738,minority,1916474403,majority
397403,2146568738,1964600927,2013,3,2146568738,minority,1964600927,majority
397412,2146568738,2102276336,2003,1,2146568738,minority,2102276336,minority
397414,2146568738,2111782228,2013,1,2146568738,minority,2111782228,minority
397415,2146568738,2117675149,2013,2,2146568738,minority,2117675149,minority
397422,2146568738,2146568738,2000,1,2146568738,minority,2146568738,minority
397423,2146568738,2146568738,2003,2,2146568738,minority,2146568738,minority
397424,2146568738,2146568738,2013,1,2146568738,minority,2146568738,minority
397425,2146568738,2156123980,2013,1,2146568738,minority,2156123980,minority
397428,2146568738,2172143840,2013,1,2146568738,minority,2172143840,majority
397429,2146568738,2182989414,2013,1,2146568738,minority,2182989414,minority
397433,2146568738,2244290615,2013,1,2146568738,minority,2244290615,minority
397434,2146568738,2253773494,2000,1,2146568738,minority,2253773494,majority
397435,2146568738,2253773494,2003,2,2146568738,minority,2253773494,majority
400488,2147255737,60985993,2005,1,2147255737,majority,60985993,minority
400489,2147255737,82759890,2010,1,2147255737,majority,82759890,majority
400492,2147255737,1591126234,2010,1,2147255737,majority,1591126234,minority
400495,2147255737,1912451809,2010,1,2147255737,majority,1912451809,minority
400498,2147255737,2041863746,2005,1,2147255737,majority,2041863746,minority
400499,2147255737,2041863746,2010,1,2147255737,majority,2041863746,minority
400501,2147255737,2102276336,2010,1,2147255737,majority,2102276336,minority
400502,2147255737,2111782228,2005,1,2147255737,majority,2111782228,minority
400503,2147255737,2111782228,2010,1,2147255737,majority,2111782228,minority
400507,2147255737,2170094633,2010,1,2147255737,majority,2170094633,minority
400508,2147255737,2235985702,2005,1,2147255737,majority,2235985702,minority
400510,2147255737,2252633060,2005,1,2147255737,majority,2252633060,majority
420185,2154062492,43326146,2010,1,2154062492,majority,43326146,majority
420235,2154062492,1591126234,2014,1,2154062492,majority,1591126234,minority
420241,2154062492,1912451809,2014,1,2154062492,majority,1912451809,minority
420291,2154062492,2041863746,2009,1,2154062492,majority,2041863746,minority
420292,2154062492,2041863746,2010,1,2154062492,majority,2041863746,minority
420293,2154062492,2041863746,2014,2,2154062492,majority,2041863746,minority
420347,2154062492,2111782228,2014,1,2154062492,majority,2111782228,minority
420381,2154062492,2141751611,2010,1,2154062492,majority,2141751611,majority
420397,2154062492,2154062492,2010,2,2154062492,majority,2154062492,majority
420398,2154062492,2154062492,2012,2,2154062492,majority,2154062492,majority
420399,2154062492,2154062492,2014,1,2154062492,majority,2154062492,majority
420415,2154062492,2172143840,2017,1,2154062492,majority,2172143840,majority
420713,2154142080,82759890,2010,1,2154142080,majority,82759890,majority
420717,2154142080,1591126234,2010,1,2154142080,majority,1591126234,minority
420718,2154142080,1912451809,2010,1,2154142080,majority,1912451809,minority
420720,2154142080,2102276336,2010,1,2154142080,majority,2102276336,minority
420723,2154142080,2111782228,2010,1,2154142080,majority,2111782228,minority
420724,2154142080,2120094704,2010,1,2154142080,majority,2120094704,minority
420725,2154142080,2122225837,2011,1,2154142080,majority,2122225837,majority
420726,2154142080,2125462828,2011,1,2154142080,majority,2125462828,majority
420727,2154142080,2147255737,2011,1,2154142080,majority,2147255737,majority
420728,2154142080,2154142080,2011,1,2154142080,majority,2154142080,majority
420729,2154142080,2168674890,2011,1,2154142080,majority,2168674890,majority
420730,2154142080,2170094633,2010,1,2154142080,majority,2170094633,minority
420732,2154142080,2337005930,2010,1,2154142080,majority,2337005930,minority
420735,2154142080,2781427284,2011,1,2154142080,majority,2781427284,majority
423937,2155057746,1912451809,2014,1,2155057746,majority,1912451809,minority
423944,2155057746,2111782228,2014,1,2155057746,majority,2111782228,minority
423946,2155057746,2133168882,2014,1,2155057746,majority,2133168882,majority
426700,2156123980,60985993,2001,1,2156123980,minority,60985993,minority
426701,2156123980,60985993,2002,1,2156123980,minority,60985993,minority
426702,2156123980,60985993,2006,1,2156123980,minority,60985993,minority
426712,2156123980,1964600927,2013,2,2156123980,minority,1964600927,majority
426717,2156123980,2042729121,2000,1,2156123980,minority,2042729121,minority
426726,2156123980,2117675149,2013,1,2156123980,minority,2117675149,minority
426727,2156123980,2120094704,2002,1,2156123980,minority,2120094704,minority
426736,2156123980,2146568738,2013,1,2156123980,minority,2146568738,minority
426738,2156123980,2156123980,2001,1,2156123980,minority,2156123980,minority
426739,2156123980,2156123980,2013,1,2156123980,minority,2156123980,minority
426746,2156123980,2182989414,2013,1,2156123980,minority,2182989414,minority
426751,2156123980,2244290615,2013,1,2156123980,minority,2244290615,minority
426752,2156123980,2252633060,2001,1,2156123980,minority,2252633060,majority
426756,2156123980,2337005930,2002,1,2156123980,minority,2337005930,minority
449471,2163996685,1912451809,2009,1,2163996685,majority,1912451809,minority
449474,2163996685,2041863746,2008,1,2163996685,majority,2041863746,minority
449477,2163996685,2111782228,2009,1,2163996685,majority,2111782228,minority
450872,2164597342,1912451809,2013,1,2164597342,majority,1912451809,minority
450873,2164597342,1916474403,2007,1,2164597342,majority,1916474403,majority
450877,2164597342,2071502217,2007,1,2164597342,majority,2071502217,majority
450880,2164597342,2112002542,2013,1,2164597342,majority,2112002542,minority
450881,2164597342,2135122811,2007,1,2164597342,majority,2135122811,minority
450883,2164597342,2172143840,2007,1,2164597342,majority,2172143840,majority
450889,2164597342,2342740520,2007,1,2164597342,majority,2342740520,minority
460349,2168005585,1912451809,2016,1,2168005585,majority,1912451809,minority
460925,2168318363,1376746005,2003,1,2168318363,majority,1376746005,majority
460927,2168318363,1912451809,2003,1,2168318363,majority,1912451809,minority
460929,2168318363,1964600927,2003,1,2168318363,majority,1964600927,majority
460930,2168318363,1989569716,2003,1,2168318363,majority,1989569716,minority
460933,2168318363,2041863746,2003,2,2168318363,majority,2041863746,minority
460944,2168318363,2168318363,2016,1,2168318363,majority,2168318363,majority
460947,2168318363,2337005930,2003,1,2168318363,majority,2337005930,minority
462038,2168674890,82759890,2010,1,2168674890,majority,82759890,majority
462040,2168674890,1591126234,2010,1,2168674890,majority,1591126234,minority
462041,2168674890,1912451809,2010,1,2168674890,majority,1912451809,minority
462042,2168674890,2041863746,2010,1,2168674890,majority,2041863746,minority
462043,2168674890,2102276336,2010,1,2168674890,majority,2102276336,minority
462044,2168674890,2111782228,2010,1,2168674890,majority,2111782228,minority
462045,2168674890,2170094633,2010,1,2168674890,majority,2170094633,minority
465684,2170094633,1964600927,2003,1,2170094633,minority,1964600927,majority
465685,2170094633,2096675187,2003,1,2170094633,minority,2096675187,minority
465686,2170094633,2111782228,2003,1,2170094633,minority,2111782228,minority
465687,2170094633,2253773494,2003,1,2170094633,minority,2253773494,majority
471659,2172143840,60985993,1996,1,2172143840,majority,60985993,minority
471667,2172143840,1591126234,2005,1,2172143840,majority,1591126234,minority
471672,2172143840,1912451809,2005,1,2172143840,majority,1912451809,minority
471673,2172143840,1916474403,2005,1,2172143840,majority,1916474403,majority
471682,2172143840,2041863746,1996,1,2172143840,majority,2041863746,minority
471683,2172143840,2071502217,2016,2,2172143840,majority,2071502217,majority
471689,2172143840,2102276336,1996,1,2172143840,majority,2102276336,minority
471690,2172143840,2111782228,1996,1,2172143840,majority,2111782228,minority
471691,2172143840,2111782228,2005,2,2172143840,majority,2111782228,minority
471692,2172143840,2111782228,2016,1,2172143840,majority,2111782228,minority
471697,2172143840,2120094704,1996,1,2172143840,majority,2120094704,minority
471712,2172143840,2172143840,1996,2,2172143840,majority,2172143840,majority
471713,2172143840,2172143840,2005,1,2172143840,majority,2172143840,majority
471714,2172143840,2172143840,2016,4,2172143840,majority,2172143840,majority
471718,2172143840,2206660394,2016,1,2172143840,majority,2206660394,majority
471722,2172143840,2235985702,1996,1,2172143840,majority,2235985702,minority
471724,2172143840,2252633060,1996,1,2172143840,majority,2252633060,majority
471727,2172143840,2337005930,2005,1,2172143840,majority,2337005930,minority
474793,2176263274,60985993,2008,1,2176263274,majority,60985993,minority
474795,2176263274,1912451809,2008,1,2176263274,majority,1912451809,minority
474798,2176263274,2111782228,2008,1,2176263274,majority,2111782228,minority
474860,2176449082,1526857753,2015,1,2176449082,minority,1526857753,minority
474861,2176449082,1912451809,2015,1,2176449082,minority,1912451809,minority
474863,2176449082,2117040204,2015,1,2176449082,minority,2117040204,minority
475522,2178916044,2122225837,2013,1,2178916044,majority,2122225837,majority
475525,2178916044,2154142080,2013,1,2178916044,majority,2154142080,majority
475527,2178916044,2235985702,2013,1,2178916044,majority,2235985702,minority
475528,2178916044,2781427284,2013,1,2178916044,majority,2781427284,majority
477305,2182989414,1912451809,2013,1,2182989414,minority,1912451809,minority
477306,2182989414,1916474403,2013,1,2182989414,minority,1916474403,majority
477307,2182989414,1964600927,2013,1,2182989414,minority,1964600927,majority
477309,2182989414,2111782228,2013,1,2182989414,minority,2111782228,minority
477310,2182989414,2117675149,2013,1,2182989414,minority,2117675149,minority
477314,2182989414,2172143840,2013,1,2182989414,minority,2172143840,majority
482854,2193251817,1912451809,2006,1,2193251817,majority,1912451809,minority
482872,2193251817,2017538498,2006,1,2193251817,majority,2017538498,minority
482875,2193251817,2041863746,2005,1,2193251817,majority,2041863746,minority
482876,2193251817,2041863746,2013,1,2193251817,majority,2041863746,minority
482899,2193251817,2111782228,2006,2,2193251817,majority,2111782228,minority
482950,2193251817,2172143840,2006,1,2193251817,majority,2172143840,majority
482954,2193251817,2193251817,2008,1,2193251817,majority,2193251817,majority
487649,2199775240,1526857753,2017,1,2199775240,majority,1526857753,minority
487652,2199775240,1912451809,2017,1,2199775240,majority,1912451809,minority
487653,2199775240,2042729121,2017,1,2199775240,majority,2042729121,minority
488217,2201234509,1912451809,2018,1,2201234509,majority,1912451809,minority
488221,2201234509,1964600927,2018,1,2201234509,majority,1964600927,majority
488249,2201234509,2111782228,2018,1,2201234509,majority,2111782228,minority
488274,2201234509,2156123980,2018,1,2201234509,majority,2156123980,minority
490739,2206660394,664354634,2012,1,2206660394,majority,664354634,majority
490742,2206660394,1912451809,2009,1,2206660394,majority,1912451809,minority
490748,2206660394,2017538498,2009,1,2206660394,majority,2017538498,minority
490752,2206660394,2071502217,2016,1,2206660394,majority,2071502217,majority
490762,2206660394,2111782228,2009,2,2206660394,majority,2111782228,minority
490767,2206660394,2135122811,2009,1,2206660394,majority,2135122811,minority
490773,2206660394,2172143840,2012,1,2206660394,majority,2172143840,majority
490774,2206660394,2172143840,2016,1,2206660394,majority,2172143840,majority
490777,2206660394,2206660394,2012,3,2206660394,majority,2206660394,majority
490781,2206660394,2342740520,2009,1,2206660394,majority,2342740520,minority
490933,2207290471,1259714325,2014,1,2207290471,majority,1259714325,majority
490935,2207290471,1912451809,2014,1,2207290471,majority,1912451809,minority
490944,2207290471,2111782228,2014,1,2207290471,majority,2111782228,minority
490960,2207290471,2207290471,2004,1,2207290471,majority,2207290471,majority
490961,2207290471,2207290471,2007,1,2207290471,majority,2207290471,majority
494172,2213986484,60985993,2015,5,2213986484,minority,60985993,minority
494176,2213986484,1376746005,2015,2,2213986484,minority,1376746005,majority
494179,2213986484,1912451809,2015,1,2213986484,minority,1912451809,minority
494181,2213986484,1989569716,2015,1,2213986484,minority,1989569716,minority
494183,2213986484,2017538498,2015,1,2213986484,minority,2017538498,minority
494185,2213986484,2041863746,2015,1,2213986484,minority,2041863746,minority
494186,2213986484,2042729121,2015,1,2213986484,minority,2042729121,minority
494192,2213986484,2102276336,2015,1,2213986484,minority,2102276336,minority
494194,2213986484,2111782228,2015,1,2213986484,minority,2111782228,minority
494199,2213986484,2135122811,2015,1,2213986484,minority,2135122811,minority
494206,2213986484,2253773494,2015,1,2213986484,minority,2253773494,majority
494211,2213986484,2342740520,2015,1,2213986484,minority,2342740520,minority
494212,2213986484,2413770250,2015,1,2213986484,minority,2413770250,majority
495687,2219522819,1912451809,2015,1,2219522819,majority,1912451809,minority
495689,2219522819,2111782228,2015,1,2219522819,majority,2111782228,minority
507008,2235985702,1912451809,2006,1,2235985702,minority,1912451809,minority
507010,2235985702,2042729121,2006,1,2235985702,minority,2042729121,minority
507013,2235985702,2111782228,2006,2,2235985702,minority,2111782228,minority
507085,2236119742,1912451809,2011,1,2236119742,majority,1912451809,minority
507088,2236119742,2111782228,2011,1,2236119742,majority,2111782228,minority
507094,2236119742,2233085770,2010,1,2236119742,majority,2233085770,minority
512823,2244290615,1912451809,2013,1,2244290615,minority,1912451809,minority
512824,2244290615,1916474403,2013,1,2244290615,minority,1916474403,majority
512825,2244290615,1964600927,2013,3,2244290615,minority,1964600927,majority
512829,2244290615,2111782228,2013,1,2244290615,minority,2111782228,minority
512830,2244290615,2117675149,2013,2,2244290615,minority,2117675149,minority
512833,2244290615,2146568738,2013,1,2244290615,minority,2146568738,minority
512834,2244290615,2156123980,2013,1,2244290615,minority,2156123980,minority
512836,2244290615,2172143840,2013,1,2244290615,minority,2172143840,majority
512837,2244290615,2182989414,2013,1,2244290615,minority,2182989414,minority
512839,2244290615,2244290615,2013,1,2244290615,minority,2244290615,minority
517695,2252633060,2041863746,2001,1,2252633060,majority,2041863746,minority
517700,2252633060,2121884963,2001,1,2252633060,majority,2121884963,majority
518209,2253773494,60985993,2016,1,2253773494,majority,60985993,minority
518212,2253773494,1964600927,2016,1,2253773494,majority,1964600927,majority
518214,2253773494,2042729121,2016,1,2253773494,majority,2042729121,minority
518215,2253773494,2102276336,2016,1,2253773494,majority,2102276336,minority
518226,2253773494,2253773494,2016,1,2253773494,majority,2253773494,majority
518232,2253773494,2337005930,1998,1,2253773494,majority,2337005930,minority
525490,2267615803,1912451809,2018,1,2267615803,majority,1912451809,minority
525491,2267615803,1916474403,2018,1,2267615803,majority,1916474403,majority
525494,2267615803,2071502217,2018,1,2267615803,majority,2071502217,majority
525495,2267615803,2111782228,2018,1,2267615803,majority,2111782228,minority
525499,2267615803,2172143840,2018,1,2267615803,majority,2172143840,majority
550203,2303827610,743873671,2006,1,2303827610,majority,743873671,majority
550205,2303827610,1912451809,2005,1,2303827610,majority,1912451809,minority
550211,2303827610,2041863746,2005,1,2303827610,majority,2041863746,minority
550212,2303827610,2041863746,2006,3,2303827610,majority,2041863746,minority
550229,2303827610,2135405657,2005,1,2303827610,majority,2135405657,minority
550230,2303827610,2135405657,2006,1,2303827610,majority,2135405657,minority
550231,2303827610,2140423565,2006,1,2303827610,majority,2140423565,majority
550235,2303827610,2233085770,2006,2,2303827610,majority,2233085770,minority
550237,2303827610,2303827610,2006,1,2303827610,majority,2303827610,majority
551422,2304623475,1376746005,2003,1,2304623475,majority,1376746005,majority
551424,2304623475,1912451809,2003,1,2304623475,majority,1912451809,minority
551427,2304623475,1964600927,2003,1,2304623475,majority,1964600927,majority
551429,2304623475,1989569716,2003,1,2304623475,majority,1989569716,minority
551436,2304623475,2041863746,2003,2,2304623475,majority,2041863746,minority
551466,2304623475,2304623475,2016,1,2304623475,majority,2304623475,majority
551468,2304623475,2337005930,2003,1,2304623475,majority,2337005930,minority
563763,2316625252,1912451809,2019,1,2316625252,minority,1912451809,minority
563766,2316625252,2071502217,2019,1,2316625252,minority,2071502217,majority
563769,2316625252,2111782228,2019,1,2316625252,minority,2111782228,minority
563770,2316625252,2112002542,2019,1,2316625252,minority,2112002542,minority
563771,2316625252,2115006184,2019,1,2316625252,minority,2115006184,majority
563775,2316625252,2156123980,2019,1,2316625252,minority,2156123980,minority
563777,2316625252,2172143840,2019,3,2316625252,minority,2172143840,majority
563780,2316625252,2206660394,2019,1,2316625252,minority,2206660394,majority
563781,2316625252,2267615803,2019,1,2316625252,minority,2267615803,majority
570312,2336393156,1912451809,2013,1,2336393156,majority,1912451809,minority
570313,2336393156,2105370378,2013,2,2336393156,majority,2105370378,majority
570314,2336393156,2111782228,2013,1,2336393156,majority,2111782228,minority
570315,2336393156,2120094704,2013,1,2336393156,majority,2120094704,minority
570319,2336393156,2337005930,2013,1,2336393156,majority,2337005930,minority
574210,2342740520,60985993,2000,2,2342740520,minority,60985993,minority
574213,2342740520,1912451809,2000,1,2342740520,minority,1912451809,minority
574215,2342740520,2041863746,2000,1,2342740520,minority,2041863746,minority
574217,2342740520,2111782228,2000,2,2342740520,minority,2111782228,minority
574222,2342740520,2172143840,2000,1,2342740520,minority,2172143840,majority
574225,2342740520,2253773494,2000,2,2342740520,minority,2253773494,majority
583293,2413770250,60985993,2012,1,2413770250,majority,60985993,minority
583294,2413770250,60985993,2017,1,2413770250,majority,60985993,minority
583299,2413770250,1526857753,2017,1,2413770250,majority,1526857753,minority
583302,2413770250,1839883304,2017,1,2413770250,majority,1839883304,minority
583303,2413770250,1912451809,2017,1,2413770250,majority,1912451809,minority
583309,2413770250,2041863746,2012,1,2413770250,majority,2041863746,minority
583310,2413770250,2042729121,2017,1,2413770250,majority,2042729121,minority
583313,2413770250,2117040204,2017,1,2413770250,majority,2117040204,minority
583316,2413770250,2156123980,2012,1,2413770250,majority,2156123980,minority
583319,2413770250,2172143840,2015,1,2413770250,majority,2172143840,majority
583323,2413770250,2199775240,2017,1,2413770250,majority,2199775240,majority
583335,2413770250,2413770250,2015,1,2413770250,majority,2413770250,majority
583336,2413770250,2413770250,2017,1,2413770250,majority,2413770250,majority
583845,2419756848,196730593,2009,1,2419756848,majority,196730593,majority
583849,2419756848,1912451809,2009,1,2419756848,majority,1912451809,minority
583859,2419756848,2041863746,2009,5,2419756848,majority,2041863746,minority
583894,2419756848,2419756848,2009,1,2419756848,majority,2419756848,majority
597694,2468683887,1912451809,2009,1,2468683887,majority,1912451809,minority
597704,2468683887,2111782228,2009,1,2468683887,majority,2111782228,minority
597711,2468683887,2128109504,2012,5,2468683887,majority,2128109504,majority
597712,2468683887,2128109504,2014,1,2468683887,majority,2128109504,majority
597715,2468683887,2163996685,2012,1,2468683887,majority,2163996685,majority
597724,2468683887,2468683887,2012,2,2468683887,majority,2468683887,majority
606480,2490422738,60985993,2011,1,2490422738,majority,60985993,minority
606481,2490422738,1912451809,2011,1,2490422738,majority,1912451809,minority
612898,2503795677,82759890,2011,1,2503795677,minority,82759890,majority
612900,2503795677,1912451809,2003,1,2503795677,minority,1912451809,minority
612901,2503795677,2041863746,2011,2,2503795677,minority,2041863746,minority
